experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_046,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,Generally appropriate CR. Evidence from CR segment analysis. Medium uncertainty due to meal effects. Dependencies on meal composition and timing.
real_llama4maverick_50,run_046,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,Generally appropriate CR. Evidence from CR segment analysis. Medium uncertainty due to meal effects. Dependencies on meal composition and timing.
real_llama4maverick_50,run_046,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,Generally appropriate CR. Evidence from CR segment analysis. Medium uncertainty due to meal effects. Dependencies on meal composition and timing.
real_llama4maverick_50,run_046,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,Generally appropriate CR. Evidence from CR segment analysis. Medium uncertainty due to meal effects. Dependencies on meal composition and timing.
real_llama4maverick_50,run_046,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Generally appropriate CR. Evidence from CR segment analysis. Medium uncertainty due to meal effects. Dependencies on meal composition and timing.
real_llama4maverick_50,run_046,profile.isf.00_00,profile,True,56 mg/dL/U,change,50 mg/dL/U,Glucose variability suggests potential for ISF adjustment. Evidence from glucose variability and correction bolus analysis. Medium uncertainty. Dependencies on meal and correction effects.
real_llama4maverick_50,run_046,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Generally appropriate target. Evidence from target segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Generally appropriate target. Evidence from target segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Generally appropriate target. Evidence from target segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.dia,profile,True,10 h,keep,10 h,Generally appropriate DIA. Evidence from IOB patterns. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"SMB and UAM are generally appropriate. Evidence from SMB and UAM settings analysis. Low uncertainty. Dependencies on safety_overview, basal_targets, and profile_cr_isf_dia."
real_llama4maverick_50,run_046,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"SMB activation conditions are generally appropriate. Evidence from SMB activation conditions analysis. Low uncertainty. Dependencies on safety_overview, basal_targets, and profile_cr_isf_dia."
real_llama4maverick_50,run_046,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"SMB delivery settings are generally appropriate. Evidence from SMB delivery settings analysis. Low uncertainty. Dependencies on safety_overview, basal_targets, and profile_cr_isf_dia."
real_llama4maverick_50,run_046,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_iob_units=15 U,High max IOB limits pose a risk. Evidence from safety limits analysis. Medium uncertainty. Dependencies on safety_overview and profile_cr_isf_dia.
real_llama4maverick_50,run_046,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Autosens and Dynamic ISF settings are generally appropriate. Evidence from Autosens and Dynamic ISF analysis. Medium uncertainty. Dependencies on safety_overview, basal_targets, and profile_cr_isf_dia."
real_llama4maverick_50,run_046,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are generally appropriate. Evidence from carb absorption model analysis. Medium uncertainty. Dependencies on meal_bolus_strategy and meal_ecarbs_absorption.
real_llama4maverick_50,run_047,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Glucose variability, evidence from basal_targets analysis."
real_llama4maverick_50,run_047,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_047,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change.
real_llama4maverick_50,run_047,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_047,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change.
real_llama4maverick_50,run_047,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change.
real_llama4maverick_50,run_047,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_047,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change.
real_llama4maverick_50,run_047,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change.
real_llama4maverick_50,run_047,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change.
real_llama4maverick_50,run_047,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change.
real_llama4maverick_50,run_047,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change.
real_llama4maverick_50,run_047,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change.
real_llama4maverick_50,run_047,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_047,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_047,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_047,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change.
real_llama4maverick_50,run_047,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,No strong evidence to change.
real_llama4maverick_50,run_047,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No strong evidence to change.
real_llama4maverick_50,run_047,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No strong evidence to change.
real_llama4maverick_50,run_047,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"No strong evidence to change, but high max IOB may pose risk."
real_llama4maverick_50,run_047,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No strong evidence to change.
real_llama4maverick_50,run_047,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence to change.
real_llama4maverick_50,run_048,profile.basal.00_00,profile,True,0.6 U/h,change,0.55 U/h,Evidence from glucose data and basal rate analysis. Uncertainty due to meal effects. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.basal.05_00,profile,True,0.7 U/h,change,0.65 U/h,Evidence from glucose data and basal rate analysis. Uncertainty due to meal effects. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,profile.cr.00_00,profile,True,13 g/U,change,12.5 g/U,Evidence from glucose data and CR analysis. Uncertainty due to lack of meal data. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change. Dependencies on basal_targets.
real_llama4maverick_50,run_048,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change. Dependencies on basal_targets.
real_llama4maverick_50,run_048,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change. Dependencies on basal_targets.
real_llama4maverick_50,run_048,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change. Dependencies on profile_cr_isf_dia.
real_llama4maverick_50,run_048,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate. Evidence from automation_smb_uam. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate. Evidence from automation_smb_uam. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate. Evidence from automation_smb_uam. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Safety limits seem high but reasonable. Evidence from automation_sensitivity_limits. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is used instead of Autosens. Evidence from automation_sensitivity_limits. Dependencies on safety_overview and basal_targets.
real_llama4maverick_50,run_048,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings are generally appropriate. Evidence from meal_ecarbs_absorption. Dependencies on meal_bolus_strategy and automation_smb_uam.
real_llama4maverick_50,run_049,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,No significant issues observed during this time.
real_llama4maverick_50,run_049,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No significant issues observed during this time.
real_llama4maverick_50,run_049,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No significant issues observed during this time.
real_llama4maverick_50,run_049,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No significant issues observed during this time.
real_llama4maverick_50,run_049,profile.basal.16_00,profile,True,0.5 U/h,change,0.6 U/h,Frequent correction boluses in the afternoon.
real_llama4maverick_50,run_049,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No significant issues observed during this time.
real_llama4maverick_50,run_049,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No significant issues observed during this time.
real_llama4maverick_50,run_049,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No significant issues observed.
real_llama4maverick_50,run_049,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No significant issues observed.
real_llama4maverick_50,run_049,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No significant issues observed.
real_llama4maverick_50,run_049,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No significant issues observed.
real_llama4maverick_50,run_049,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No significant issues observed.
real_llama4maverick_50,run_049,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No significant issues observed.
real_llama4maverick_50,run_049,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No significant issues observed.
real_llama4maverick_50,run_049,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No significant issues observed.
real_llama4maverick_50,run_049,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No significant issues observed.
real_llama4maverick_50,run_049,profile.dia,profile,True,10 h,keep,10 h,No significant issues observed.
